fecha_hora,temperatura,humedad,presion
2025-03-31 18:38:13.915018,26.0,31.4,1013.25
2025-03-31 18:38:24.216489,26.0,31.3,1013.25
2025-03-31 18:38:34.517218,26.0,31.5,1013.25
2025-03-31 18:38:55.079018,26.0,31.4,1013.25
2025-03-31 18:39:05.380372,26.0,31.7,1013.25
2025-03-31 18:39:15.681026,26.1,32.0,1013.25
2025-03-31 18:39:25.968040,26.1,31.9,1013.25
2025-03-31 18:39:36.267171,26.1,31.8,1013.25
2025-03-31 18:39:46.566143,26.1,31.7,1013.25
2025-03-31 18:39:56.854232,26.2,31.7,1013.25
2025-03-31 18:40:07.140194,26.2,31.6,1013.25
2025-03-31 18:40:17.423842,26.2,31.7,1013.25
2025-03-31 18:40:27.722453,26.2,31.8,1013.25
2025-03-31 18:40:38.020762,26.3,31.7,1013.25
2025-03-31 18:40:48.310064,26.3,31.7,1013.25
2025-03-31 18:40:58.605604,26.3,31.7,1013.25
2025-03-31 18:41:19.154901,26.3,31.8,1013.25
2025-03-31 18:41:29.456486,26.3,31.8,1013.25
2025-03-31 18:41:39.757394,26.3,31.8,1013.25
2025-03-31 18:41:50.057510,26.3,31.7,1013.25
2025-03-31 18:42:00.359460,26.3,31.8,1013.25
2025-03-31 18:42:10.649089,26.3,31.9,1013.25
2025-03-31 18:42:20.932826,26.3,31.8,1013.25
2025-03-31 18:42:31.229171,26.3,31.8,1013.25
2025-03-31 18:42:41.529635,26.3,31.8,1013.25
2025-03-31 18:42:51.815696,26.3,31.8,1013.25
2025-03-31 18:43:02.117725,26.3,31.8,1013.25
2025-03-31 18:43:12.417693,26.3,31.8,1013.25
2025-03-31 18:43:22.712390,26.3,31.8,1013.25
2025-03-31 18:43:33.011617,26.3,31.9,1013.25
2025-03-31 18:43:43.294835,26.3,31.9,1013.25
2025-03-31 18:43:53.596826,26.3,31.8,1013.25
2025-03-31 18:44:03.899293,26.3,31.8,1013.25
2025-03-31 18:44:24.450748,26.3,32.0,1013.25
2025-03-31 18:44:34.736983,26.3,32.0,1013.25
2025-03-31 18:44:45.023706,26.3,32.0,1013.25
2025-03-31 18:45:05.587319,26.3,32.1,1013.25
2025-03-31 18:45:15.889463,26.3,32.0,1013.25
2025-03-31 18:45:36.458982,26.2,32.0,1013.25
2025-03-31 18:45:46.758692,26.2,32.1,1013.25
2025-03-31 18:45:57.059363,26.2,32.1,1013.25
2025-03-31 18:46:07.359595,26.2,32.0,1013.25
2025-03-31 18:46:17.745151,26.2,32.0,1013.25
2025-03-31 18:46:28.134027,26.2,32.1,1013.25
2025-03-31 18:46:48.816458,26.3,32.1,1013.25
2025-03-31 18:46:59.107733,26.3,32.1,1013.25
2025-03-31 18:47:09.390158,26.3,32.1,1013.25
2025-03-31 18:47:19.690293,26.3,32.1,1013.25
2025-03-31 18:47:29.973448,26.3,32.1,1013.25
2025-03-31 18:47:40.259922,26.3,32.1,1013.25
2025-03-31 18:47:50.557408,26.3,32.1,1013.25
2025-03-31 18:48:00.855752,26.3,32.1,1013.25
2025-03-31 18:48:11.152161,26.3,32.1,1013.25
2025-03-31 18:48:21.450673,26.3,32.1,1013.25
2025-03-31 18:48:31.751276,26.3,32.1,1013.25
2025-03-31 18:48:42.035038,26.3,32.1,1013.25
2025-03-31 18:48:52.334456,26.3,32.1,1013.25
2025-03-31 18:49:02.618327,26.3,32.1,1013.25
2025-03-31 18:49:12.901854,26.4,32.1,1013.25
2025-03-31 18:49:23.187519,26.3,32.1,1013.25
2025-03-31 18:49:33.470484,26.3,32.3,1013.25
2025-03-31 18:49:43.768435,26.4,32.3,1013.25
2025-03-31 18:49:54.055478,26.3,32.3,1013.25
2025-03-31 18:50:04.353593,26.3,32.3,1013.25
2025-03-31 18:50:14.651427,26.3,32.2,1013.25
2025-03-31 18:50:24.941393,26.3,32.3,1013.25
2025-03-31 18:50:35.243030,26.3,32.3,1013.25
2025-03-31 18:50:45.544783,26.3,32.4,1013.25
2025-03-31 18:51:06.109039,26.3,32.5,1013.25
2025-03-31 18:51:16.406072,26.3,32.8,1013.25
2025-03-31 18:51:26.694385,26.3,32.7,1013.25
2025-03-31 18:51:36.994248,26.3,32.6,1013.25
2025-03-31 18:51:47.291297,26.3,32.4,1013.25
2025-03-31 18:51:57.590643,26.3,32.5,1013.25
2025-03-31 18:52:07.877998,26.3,32.5,1013.25
2025-03-31 18:52:18.175175,26.3,32.5,1013.25
2025-03-31 18:52:38.739033,26.3,32.4,1013.25
2025-03-31 18:52:49.037072,26.3,32.4,1013.25
2025-03-31 18:52:59.332394,26.3,32.4,1013.25
2025-03-31 18:53:09.618945,26.3,32.5,1013.25
2025-03-31 18:53:19.905449,26.4,32.4,1013.25
2025-03-31 18:53:30.191772,26.4,32.4,1013.25
2025-03-31 18:53:40.491751,26.4,32.4,1013.25
2025-03-31 18:53:50.776180,26.4,32.4,1013.25
2025-03-31 18:54:01.077629,26.4,32.4,1013.25
2025-03-31 18:54:11.372221,26.4,32.3,1013.25
2025-03-31 18:54:21.658565,26.4,32.3,1013.25
2025-03-31 18:54:31.945376,26.4,32.4,1013.25
2025-03-31 18:54:52.495734,26.4,32.4,1013.25
2025-03-31 18:55:02.783924,26.4,32.4,1013.25
2025-03-31 18:55:13.082668,26.4,32.3,1013.25
2025-03-31 18:55:23.379423,26.4,32.4,1013.25
2025-03-31 18:55:33.668313,26.5,32.4,1013.25
2025-03-31 18:55:43.955659,26.5,32.4,1013.25
2025-03-31 18:56:04.517500,26.5,32.4,1013.25
2025-03-31 18:56:14.805582,26.5,32.4,1013.25
2025-03-31 18:56:25.093950,26.5,32.4,1013.25
2025-03-31 18:56:35.394195,26.5,32.4,1013.25
2025-03-31 18:56:45.682952,26.5,32.4,1013.25
2025-03-31 18:56:56.058250,26.5,32.4,1013.25
2025-03-31 18:57:06.438185,26.5,32.3,1013.25
2025-03-31 18:57:16.776261,26.5,32.4,1013.25
2025-03-31 18:57:27.076222,26.5,32.4,1013.25
2025-03-31 18:57:37.360910,26.5,32.4,1013.25
2025-03-31 18:57:47.667405,26.5,32.4,1013.25
2025-03-31 18:57:58.042941,26.5,32.4,1013.25
2025-03-31 18:58:08.369083,26.5,32.4,1013.25
2025-03-31 18:58:18.656042,26.5,32.5,1013.25
2025-03-31 18:58:28.973392,26.5,32.4,1013.25
2025-03-31 18:58:39.258174,26.5,32.4,1013.25
2025-03-31 18:58:49.543358,26.5,32.4,1013.25
2025-03-31 18:58:59.828755,26.5,32.5,1013.25
2025-03-31 18:59:10.138155,26.5,32.5,1013.25
2025-03-31 18:59:20.434338,26.5,32.4,1013.25
2025-03-31 18:59:30.731210,26.5,32.5,1013.25
2025-03-31 19:00:01.604072,26.6,32.4,1013.25
2025-03-31 19:00:11.905037,26.6,32.4,1013.25
2025-03-31 19:00:22.197232,26.5,32.4,1013.25
2025-03-31 19:00:32.484421,26.5,32.5,1013.25
2025-03-31 19:00:42.771555,26.5,32.5,1013.25
2025-03-31 19:01:34.111395,26.5,32.7,1013.25
2025-03-31 19:01:54.675499,26.5,32.6,1013.25
2025-03-31 19:02:04.962066,26.5,32.7,1013.25
2025-03-31 19:02:15.263911,26.5,32.7,1013.25
2025-03-31 19:02:25.554671,26.5,32.7,1013.25
2025-03-31 19:02:35.843391,26.5,32.7,1013.25
2025-03-31 19:02:46.183589,26.6,32.7,1013.25
2025-03-31 19:03:06.744039,26.6,32.7,1013.25
2025-03-31 19:03:27.298626,26.6,32.6,1013.25
2025-03-31 19:03:37.585112,26.6,32.7,1013.25
2025-03-31 19:03:47.885805,26.6,32.7,1013.25
2025-03-31 19:04:08.433045,26.6,32.6,1013.25
2025-03-31 19:04:18.715371,26.6,32.7,1013.25
2025-03-31 19:04:39.269094,26.6,32.7,1013.25
2025-03-31 19:04:49.555495,26.6,32.7,1013.25
2025-03-31 19:04:59.857770,26.6,32.8,1013.25
2025-03-31 19:05:10.141729,26.6,33.0,1013.25
2025-03-31 19:05:20.443240,26.6,32.9,1013.25
2025-03-31 19:05:30.727509,26.6,32.8,1013.25
2025-03-31 19:05:41.009542,26.6,32.8,1013.25
2025-04-14 22:32:43.693806,19.8,75.2,1013.25
2025-04-14 22:36:17.264648,19.8,74.9,1013.25
2025-04-14 22:36:22.962728,19.9,74.9,1013.25
2025-04-14 22:36:28.311267,19.9,74.9,1013.25
2025-04-14 22:36:39.231459,19.9,74.8,1013.25
2025-04-14 22:36:44.599172,19.9,74.7,1013.25
2025-04-14 22:36:50.042788,19.9,74.6,1013.25
2025-04-14 22:36:55.470479,19.9,74.6,1013.25
2025-04-14 22:37:00.791350,19.9,74.6,1013.25
2025-04-14 22:37:06.103526,19.9,74.6,1013.25
2025-04-14 22:37:27.215716,19.9,74.6,1013.25
2025-04-14 22:37:40.038647,19.9,74.5,1013.25
2025-04-14 22:37:50.605244,19.9,74.5,1013.25
2025-04-14 22:38:01.271438,22.2,100.0,1013.25
2025-04-14 22:38:11.855017,22.6,100.0,1013.25
2025-04-14 22:38:17.183922,22.3,100.0,1013.25
2025-04-14 22:38:22.503841,22.0,100.0,1013.25
2025-04-14 22:38:27.839396,21.7,100.0,1013.25
2025-04-14 22:38:43.723141,21.1,100.0,1013.25
2025-04-15 11:51:15.989245,17.0,68.0,1013.25
2025-04-15 11:51:27.349583,17.1,67.6,1013.25
2025-04-15 11:51:33.034699,17.1,67.6,1013.25
2025-04-15 11:51:38.726700,17.1,67.5,1013.25
2025-04-15 11:52:00.275286,17.1,67.4,1013.25
2025-04-15 11:52:05.960772,17.1,67.3,1013.25
2025-04-15 11:52:11.700874,17.1,67.3,1013.25
2025-04-15 11:52:17.681431,17.1,67.2,1013.25
2025-04-15 11:52:23.200410,17.1,67.1,1013.25
2025-04-15 11:52:32.504933,17.2,67.2,1013.25
2025-04-15 11:52:57.063599,17.2,67.3,1013.25
2025-04-15 11:53:13.293322,17.2,67.0,1013.25
2025-04-15 11:53:28.840625,17.2,67.2,1013.25
2025-04-15 11:53:39.370709,17.2,67.1,1013.25
2025-04-15 11:53:56.391814,17.2,66.9,1013.25
2025-04-15 11:54:11.766388,17.2,66.8,1013.25
2025-04-15 11:54:17.068222,17.2,66.7,1013.25
2025-04-15 11:54:22.363819,17.2,66.7,1013.25
2025-04-15 11:54:27.656415,17.3,66.8,1013.25
2025-04-15 11:54:32.956265,17.3,66.7,1013.25
2025-04-15 11:54:38.278445,17.2,66.7,1013.25
2025-04-15 11:54:43.600798,17.3,66.6,1013.25
2025-04-15 11:54:48.929189,17.3,66.7,1013.25
2025-04-15 11:54:54.242073,17.3,66.8,1013.25
2025-04-15 11:54:59.533984,17.3,66.8,1013.25
2025-04-15 11:55:04.899767,17.3,66.7,1013.25
2025-04-15 11:55:10.194973,17.3,66.6,1013.25
2025-04-15 11:55:15.796958,17.3,66.5,1013.25
2025-04-15 11:55:21.093935,17.3,66.5,1013.25
2025-04-15 11:55:26.409277,17.3,66.6,1013.25
2025-04-15 11:55:31.740622,17.3,66.6,1013.25
2025-04-15 11:55:37.039554,17.3,66.6,1013.25
2025-04-15 11:55:42.339242,17.3,66.5,1013.25
2025-04-15 11:55:47.809738,17.3,66.6,1013.25
2025-04-15 11:55:53.150661,17.3,66.7,1013.25
2025-04-15 11:56:03.731156,17.3,66.7,1013.25
2025-04-15 11:56:09.104828,17.3,66.7,1013.25
2025-04-15 11:56:14.541230,17.3,66.7,1013.25
2025-04-15 11:56:19.861441,17.3,66.7,1013.25
2025-04-15 11:56:25.156941,17.3,66.8,1013.25
2025-04-15 11:56:30.451624,17.3,66.5,1013.25
2025-04-15 11:56:35.753664,17.4,66.5,1013.25
2025-04-15 11:56:41.058683,17.3,66.5,1013.25
2025-04-15 11:56:46.396715,17.3,66.6,1013.25
2025-04-15 11:56:51.709993,17.3,66.6,1013.25
2025-04-15 11:56:57.147558,17.4,66.6,1013.25
2025-04-15 11:57:02.455685,17.4,66.5,1013.25
2025-04-15 11:57:07.798364,17.3,66.3,1013.25
2025-04-15 11:57:13.118561,17.4,66.3,1013.25
2025-04-15 11:57:18.538442,17.4,66.4,1013.25
2025-04-15 11:57:23.868059,17.4,66.5,1013.25
2025-04-15 11:57:29.194775,17.3,66.6,1013.25
2025-04-15 11:57:34.566992,17.4,66.6,1013.25
2025-04-15 11:57:39.941124,17.4,66.6,1013.25
2025-04-15 11:57:45.398883,17.4,66.6,1013.25
2025-04-15 11:57:50.765495,17.4,66.7,1013.25
2025-04-15 11:58:01.324240,17.4,66.4,1013.25
2025-04-15 11:58:06.670566,17.4,66.5,1013.25
2025-04-15 11:58:11.975170,17.4,66.4,1013.25
2025-04-15 11:58:17.280878,17.4,66.2,1013.25
2025-04-15 11:58:22.578161,17.4,66.3,1013.25
2025-04-15 11:58:27.879579,17.4,66.2,1013.25
2025-04-15 11:58:33.186070,17.4,66.3,1013.25
2025-04-15 11:58:38.613873,17.4,66.1,1013.25
2025-04-15 11:58:43.938011,17.4,66.0,1013.25
2025-04-15 11:58:49.230827,17.4,66.0,1013.25
2025-04-15 11:58:54.590915,17.4,66.1,1013.25
2025-04-15 11:58:59.912669,17.4,66.3,1013.25
2025-04-15 11:59:05.477746,17.4,66.2,1013.25
2025-04-15 11:59:10.809234,17.4,66.2,1013.25
2025-04-15 11:59:21.400424,17.4,66.3,1013.25
2025-04-15 11:59:31.958062,17.4,66.3,1013.25
2025-04-15 11:59:37.278669,17.4,66.3,1013.25
2025-04-15 11:59:42.731310,17.4,66.1,1013.25
2025-04-15 11:59:48.042900,17.4,66.2,1013.25
2025-04-15 11:59:53.385663,17.4,66.4,1013.25
2025-04-15 11:59:58.687212,17.4,66.4,1013.25
2025-04-15 12:00:04.017028,17.4,66.2,1013.25
2025-04-15 12:00:09.376753,17.4,66.2,1013.25
2025-04-15 12:00:14.676993,17.4,66.2,1013.25
2025-04-15 12:00:19.974866,17.4,66.1,1013.25
2025-04-15 12:00:25.337602,17.4,66.2,1013.25
2025-04-15 12:00:35.969322,17.5,65.9,1013.25
2025-04-15 12:00:42.290059,17.5,65.8,1013.25
2025-04-15 12:00:47.642023,17.5,65.9,1013.25
2025-04-15 12:00:52.965072,17.5,65.9,1013.25
2025-04-15 12:00:58.295412,17.5,66.0,1013.25
2025-04-15 12:01:03.637992,17.5,65.8,1013.25
2025-04-15 12:01:08.937017,17.5,65.7,1013.25
2025-04-15 12:01:14.230923,17.5,65.8,1013.25
2025-04-15 12:01:19.616267,17.4,65.8,1013.25
2025-04-15 12:01:25.018144,17.5,65.8,1013.25
2025-04-15 12:01:30.347178,17.5,65.6,1013.25
2025-04-15 12:01:41.082134,17.5,65.7,1013.25
2025-04-15 12:01:46.393115,17.5,65.8,1013.25
2025-04-15 12:01:51.746543,17.5,65.8,1013.25
2025-04-15 12:01:57.074001,17.5,65.8,1013.25
2025-04-15 12:02:02.395196,17.5,65.6,1013.25
2025-04-15 12:02:07.823464,17.5,65.7,1013.25
2025-04-15 12:02:18.410963,17.5,65.7,1013.25
2025-04-15 12:02:23.798763,17.5,65.6,1013.25
2025-04-15 12:02:29.123358,17.5,65.7,1013.25
2025-04-15 12:02:34.462005,17.5,65.6,1013.25
2025-04-15 12:02:39.790243,17.5,65.7,1013.25
2025-04-15 12:02:45.110467,17.5,65.6,1013.25
2025-04-15 12:02:50.409414,17.5,65.6,1013.25
2025-04-15 12:02:55.723163,17.5,65.7,1013.25
2025-04-15 12:03:01.072189,17.5,65.7,1013.25
2025-04-15 12:03:06.397271,17.5,65.7,1013.25
2025-04-15 12:03:11.820028,17.5,65.4,1013.25
2025-04-15 12:03:17.148832,17.5,65.3,1013.25
2025-04-15 12:03:22.442455,17.5,65.5,1013.25
2025-04-15 12:03:33.060525,17.5,65.7,1013.25
2025-04-15 12:03:38.353706,17.5,65.8,1013.25
2025-04-15 12:03:43.666874,17.5,65.8,1013.25
2025-04-15 12:03:49.008785,17.5,65.7,1013.25
2025-04-15 12:03:54.326114,17.5,65.7,1013.25
2025-04-15 12:03:59.646270,17.5,65.7,1013.25
2025-04-15 12:04:04.941231,17.5,65.8,1013.25
2025-04-15 12:04:10.236061,17.5,66.1,1013.25
2025-04-15 12:04:15.620352,17.5,65.9,1013.25
2025-04-15 12:04:20.947607,17.5,66.0,1013.25
2025-04-15 12:04:26.243627,17.5,65.9,1013.25
2025-04-15 12:04:31.595130,17.5,65.8,1013.25
2025-04-15 12:04:36.906828,17.5,65.8,1013.25
2025-04-15 12:04:42.244509,17.5,65.8,1013.25
2025-04-15 12:04:47.537912,17.5,65.8,1013.25
2025-04-15 12:04:52.893290,17.5,65.9,1013.25
2025-04-15 12:04:58.217320,17.5,65.9,1013.25
2025-04-15 12:05:03.544210,17.5,65.8,1013.25
2025-04-15 12:05:08.842390,17.5,65.8,1013.25
2025-04-15 12:05:14.138056,17.5,65.8,1013.25
2025-04-15 12:05:24.697495,17.5,65.7,1013.25
2025-04-15 12:05:30.167062,17.5,65.7,1013.25
2025-04-15 12:05:35.481968,17.5,65.7,1013.25
2025-04-15 12:05:40.958565,17.5,65.9,1013.25
2025-04-15 12:05:46.358260,17.5,66.0,1013.25
2025-04-15 12:05:51.669113,17.5,66.0,1013.25
2025-04-15 12:05:56.973483,17.6,66.0,1013.25
2025-04-15 12:06:02.271406,17.5,65.9,1013.25
2025-04-15 12:06:07.563030,17.5,65.9,1013.25
2025-04-15 12:06:12.874691,17.5,66.0,1013.25
2025-04-15 12:06:18.180297,17.5,65.8,1013.25
2025-04-15 12:06:23.642281,17.5,65.7,1013.25
2025-04-15 12:06:28.954993,17.6,65.4,1013.25
2025-04-15 12:06:34.265082,17.5,65.4,1013.25
2025-04-15 12:06:39.564581,17.6,65.5,1013.25
2025-04-15 12:06:44.871713,17.5,65.5,1013.25
2025-04-15 12:06:50.188659,17.6,65.4,1013.25
2025-04-15 12:06:55.493841,17.6,65.3,1013.25
2025-04-15 12:07:00.822112,17.6,65.3,1013.25
2025-04-15 12:07:06.122829,17.6,65.2,1013.25
2025-04-15 12:07:11.426660,17.6,65.2,1013.25
2025-04-15 12:07:16.767979,17.6,65.1,1013.25
2025-04-15 12:07:22.108344,17.6,65.2,1013.25
2025-04-15 12:07:32.678578,17.6,65.2,1013.25
2025-04-15 12:07:38.064876,17.6,65.2,1013.25
2025-04-15 12:07:43.402176,17.5,65.1,1013.25
2025-04-15 12:07:48.726179,17.6,65.2,1013.25
2025-04-15 12:07:54.020275,17.5,65.2,1013.25
2025-04-15 12:08:09.850054,17.6,65.3,1013.25
2025-04-15 12:08:15.191817,17.5,65.3,1013.25
2025-04-15 12:08:20.578510,17.5,65.2,1013.25
2025-04-15 12:08:26.006152,17.5,65.0,1013.25
2025-04-15 12:08:31.310140,17.6,65.0,1013.25
2025-04-15 12:08:41.884865,17.6,65.0,1013.25
2025-04-15 12:08:47.190862,17.5,64.9,1013.25
2025-04-15 12:08:52.482638,17.5,64.8,1013.25
2025-04-15 12:08:57.779289,17.5,64.8,1013.25
2025-04-15 12:09:03.231482,17.5,64.9,1013.25
2025-04-15 12:09:08.527972,17.5,64.8,1013.25
2025-04-15 12:09:13.834817,17.6,64.7,1013.25
2025-04-15 12:09:19.142025,17.5,64.7,1013.25
2025-04-15 12:09:29.869777,17.5,64.7,1013.25
2025-04-15 12:09:35.169711,17.6,64.7,1013.25
2025-04-15 12:09:40.462230,17.5,64.8,1013.25
2025-04-15 12:09:47.878741,17.6,64.7,1013.25
2025-04-15 12:09:53.351758,17.5,64.7,1013.25
2025-04-15 12:09:58.822808,17.5,64.8,1013.25
2025-04-15 12:10:04.123125,17.5,65.1,1013.25
2025-04-15 12:10:09.519699,17.5,65.2,1013.25
2025-04-15 12:10:14.852195,17.6,65.0,1013.25
2025-04-15 12:10:20.156626,17.5,65.1,1013.25
2025-04-15 12:10:25.498105,17.5,64.8,1013.25
2025-04-15 12:10:30.818382,17.5,64.5,1013.25
2025-04-15 12:10:41.382580,17.6,64.3,1013.25
2025-04-15 12:10:46.726751,17.6,64.4,1013.25
2025-04-15 12:11:00.482159,17.6,65.7,1013.25
2025-04-15 12:11:05.825692,17.6,65.2,1013.25
2025-04-15 12:11:11.147232,17.6,64.9,1013.25
2025-04-15 12:11:26.995146,17.6,64.6,1013.25
2025-04-15 12:11:32.306225,17.6,64.2,1013.25
2025-04-15 12:11:37.648015,17.6,63.9,1013.25
2025-04-15 12:11:42.974799,17.6,63.9,1013.25
2025-04-15 12:11:48.301892,17.6,64.1,1013.25
2025-04-15 12:11:59.058214,17.6,64.1,1013.25
2025-04-15 12:12:04.423323,17.6,64.0,1013.25
2025-04-15 12:12:09.744037,17.6,64.2,1013.25
2025-04-15 12:12:15.110166,17.6,64.2,1013.25
2025-04-15 12:12:20.614224,17.6,64.0,1013.25
2025-04-15 12:12:26.058213,17.6,63.8,1013.25
2025-04-15 12:12:31.474100,17.6,64.0,1013.25
2025-04-15 12:12:36.798083,17.6,64.1,1013.25
2025-04-15 12:12:42.118024,17.6,64.3,1013.25
2025-04-15 12:12:47.548223,17.6,64.1,1013.25
2025-04-15 12:12:52.983708,17.6,64.1,1013.25
2025-04-15 12:12:58.299423,17.6,64.0,1013.25
2025-04-15 12:13:03.621682,17.6,64.5,1013.25
2025-04-15 12:13:14.206200,17.6,64.6,1013.25
2025-04-15 12:13:19.544447,17.6,64.6,1013.25
2025-04-15 12:13:24.849421,17.6,64.3,1013.25
2025-04-15 12:13:30.157680,17.6,64.1,1013.25
2025-04-15 12:13:35.553669,17.6,63.9,1013.25
2025-04-15 12:13:40.909365,17.7,63.8,1013.25
2025-04-15 12:13:46.298646,17.7,64.0,1013.25
2025-04-15 12:13:51.626621,17.6,64.1,1013.25
2025-04-15 12:13:56.940213,17.6,64.1,1013.25
2025-04-15 12:14:02.299685,17.6,64.2,1013.25
2025-04-15 12:14:12.880912,17.6,64.0,1013.25
2025-04-15 12:14:18.194568,17.6,63.8,1013.25
2025-04-15 12:14:23.493271,17.6,63.7,1013.25
2025-04-15 12:14:28.806129,17.7,63.9,1013.25
2025-04-15 12:14:34.129309,17.7,64.2,1013.25
2025-04-15 12:14:39.442140,17.7,64.1,1013.25
2025-04-15 12:14:44.799283,17.6,64.3,1013.25
2025-04-15 12:14:50.110127,17.7,64.2,1013.25
2025-04-15 12:14:55.406872,17.7,64.1,1013.25
2025-04-15 12:15:00.715964,17.7,64.1,1013.25
2025-04-15 12:15:06.091152,17.7,64.2,1013.25
2025-04-15 12:15:11.441632,17.7,64.2,1013.25
2025-04-15 12:15:16.749405,17.7,63.9,1013.25
2025-04-15 12:15:22.060220,17.7,64.0,1013.25
2025-04-15 12:15:27.356345,17.7,64.0,1013.25
2025-04-15 12:15:32.668692,17.7,63.9,1013.25
2025-04-15 12:15:37.968288,17.7,63.7,1013.25
2025-04-15 12:15:43.294646,17.7,63.9,1013.25
2025-04-15 12:15:48.607116,17.7,64.0,1013.25
2025-04-15 12:15:53.917025,17.7,64.3,1013.25
2025-04-15 12:15:59.222140,17.7,64.2,1013.25
2025-04-15 12:16:04.561218,17.7,64.1,1013.25
2025-04-15 12:16:09.886154,17.7,64.1,1013.25
2025-04-15 12:16:15.211840,17.7,64.1,1013.25
2025-04-15 12:16:20.507513,17.7,64.3,1013.25
2025-04-15 12:16:25.862696,17.7,64.4,1013.25
2025-04-15 12:16:41.696942,17.7,64.2,1013.25
2025-04-15 12:16:46.993415,17.7,64.5,1013.25
2025-04-15 12:16:52.300950,17.7,64.6,1013.25
2025-04-15 12:17:02.878359,17.7,64.5,1013.25
2025-04-15 12:17:08.191067,17.7,64.5,1013.25
2025-04-15 12:17:13.547531,17.7,64.5,1013.25
2025-04-15 12:17:24.122802,17.7,64.6,1013.25
